seed,n_reference_samples,recent_samples_proportion,shap_classifier,shap_mode,threshold,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),mtr,mtfa,mtd,mdr,drifts
1776984239,250,1.0,lightgbm,all,0.7,0.01290681470826216,0.01290681470826216,0.52688404657017,0.52688404657017,0.6172317495280051,0.6172317495280051,0.4988217549162171,0.4988217549162171,0.6090664945544341,0.6090664945544341,46.5929465301479,12798.5,219.75,0.19999999999999996,"[12799, 14555, 18068, 19824, 33377, 38396, 38897]"
1776984345,250,1.0,lightgbm,all,0.7,0.01024175766827142,0.01024175766827142,0.525910994559474,0.525910994559474,0.5873615405691025,0.5873615405691025,0.4978696781466807,0.4978696781466807,0.5803858908659855,0.5803858908659855,92.87256235827664,25598.0,220.5,0.19999999999999996,"[12799, 14555, 19825, 33378, 38397, 38898]"
1776984457,250,1.0,lightgbm,all,0.7,0.01290681470826216,0.01290681470826216,0.52688404657017,0.52688404657017,0.6172317495280051,0.6172317495280051,0.4988217549162171,0.4988217549162171,0.6090664945544341,0.6090664945544341,46.5929465301479,12798.5,219.75,0.19999999999999996,"[12799, 14555, 18068, 19824, 33377, 38396, 38897]"
1776984568,250,1.0,lightgbm,all,0.7,0.011428317324795448,0.011428317324795448,0.5290327680936006,0.5290327680936006,0.6204593066919641,0.6204593066919641,0.4997687369383325,0.4997687369383325,0.612367212465477,0.612367212465477,4.716428360849057,12798.5,2713.6,0.0,"[12799, 14555, 18068, 19824, 33377, 38396, 38897, 52199]"
1776984679,250,1.0,lightgbm,all,0.7,0.01290681470826216,0.01290681470826216,0.52688404657017,0.52688404657017,0.6172317495280051,0.6172317495280051,0.4988217549162171,0.4988217549162171,0.6090664945544341,0.6090664945544341,46.5929465301479,12798.5,219.75,0.19999999999999996,"[12799, 14555, 18068, 19824, 33377, 38396, 38897]"
1776984790,250,1.0,lightgbm,all,0.7,0.01290681470826216,0.01290681470826216,0.52688404657017,0.52688404657017,0.6172317495280051,0.6172317495280051,0.4988217549162171,0.4988217549162171,0.6090664945544341,0.6090664945544341,46.5929465301479,12798.5,219.75,0.19999999999999996,"[12799, 14555, 18068, 19824, 33377, 38396, 38897]"
1776984901,250,1.0,lightgbm,all,0.7,0.01290681470826216,0.01290681470826216,0.52688404657017,0.52688404657017,0.6172317495280051,0.6172317495280051,0.4988217549162171,0.4988217549162171,0.6090664945544341,0.6090664945544341,46.5929465301479,12798.5,219.75,0.19999999999999996,"[12799, 14555, 18068, 19824, 33377, 38396, 38897]"
1776985011,250,1.0,lightgbm,all,0.7,0.01290681470826216,0.01290681470826216,0.52688404657017,0.52688404657017,0.6172317495280051,0.6172317495280051,0.4988217549162171,0.4988217549162171,0.6090664945544341,0.6090664945544341,46.5929465301479,12798.5,219.75,0.19999999999999996,"[12799, 14555, 18068, 19824, 33377, 38396, 38897]"
1776985122,250,1.0,lightgbm,all,0.7,0.008908904971680303,0.008908904971680303,0.5280443675267463,0.5280443675267463,0.5904067023285084,0.5904067023285084,0.49880458959535234,0.49880458959535234,0.5834769218704271,0.5834769218704271,9.43044503389331,25598.0,2714.4,0.0,"[12799, 14555, 19825, 33378, 38397, 38898, 52200]"
1776985233,250,1.0,lightgbm,all,0.7,0.01290681470826216,0.01290681470826216,0.52688404657017,0.52688404657017,0.6172317495280051,0.6172317495280051,0.4988217549162171,0.4988217549162171,0.6090664945544341,0.6090664945544341,46.5929465301479,12798.5,219.75,0.19999999999999996,"[12799, 14555, 18068, 19824, 33377, 38396, 38897]"
